id,name,link
CH5883,ジュダル / 裘达尔,https://bgm.tv/character/13638
CH5884,練紅玉 / 练红玉,https://bgm.tv/character/13639
CH5885,練白龍 / 练白龙,https://bgm.tv/character/14056
CH5886,マスルール / 马斯鲁尔,https://bgm.tv/character/17395
CH5887,红小豆 / 红小豆,https://bgm.tv/character/78062
CH5888,仰木高耶 / 仰木高耶,https://bgm.tv/character/8486
CH5889,直江信綱 / 直江信纲,https://bgm.tv/character/10874
CH5890,門脇綾子 / 门协绫子,https://bgm.tv/character/43513
CH5891,夢原のぞみ／キュアドリーム / 梦原望／梦想天使,https://bgm.tv/character/7857
CH5892,夏木りん／キュアルージュ / 夏木玲／火红天使,https://bgm.tv/character/7858
CH5893,春日野うらら／キュアレモネード / 春日野丽／柠檬天使,https://bgm.tv/character/7859
CH5894,秋元こまち／キュアミント / 秋元小町／薄荷天使,https://bgm.tv/character/7860
CH5895,水無月かれん／キュアアクア / 水无月香恋／水天使,https://bgm.tv/character/7871
CH5896,ミルク / 米露,https://bgm.tv/character/18827
CH5897,ココ / 可可,https://bgm.tv/character/7874
CH5898,ナッツ / 果果,https://bgm.tv/character/7875
CH5899,シロップ / 史洛普,https://bgm.tv/character/28192
CH5900,奥村燐 / 奥村燐,https://bgm.tv/character/10755
CH5901,奥村雪男 / 奥村雪男,https://bgm.tv/character/10757
CH5902,杜山しえみ / 杜山诗惠美,https://bgm.tv/character/10758
CH5903,霧隠シュラ / 雾隐修拉,https://bgm.tv/character/13464
CH5904,勝呂龍士 / 胜吕龙士,https://bgm.tv/character/13466
CH5905,志摩廉造 / 志摩廉造,https://bgm.tv/character/13465
CH5906,三輪子猫丸 / 三轮子猫丸,https://bgm.tv/character/13467
CH5907,神木出雲 / 神木出云,https://bgm.tv/character/13461
CH5908,クロ / 小黑,https://bgm.tv/character/13463
CH5909,サイモン・カラム / 赛门·卡拉姆,https://bgm.tv/character/39352
CH5910,セス・ノエル / 塞斯·诺艾尔,https://bgm.tv/character/57141
CH5911,リンデル / 林德尔,https://bgm.tv/character/35876
CH5912,ミハイル・レンフレッド / 米海尔·连富烈德,https://bgm.tv/character/56214
CH5913,ルー / 露,https://bgm.tv/character/50218
CH5914,足元カイ / 足元海,https://bgm.tv/character/50219
CH5915,海老名遊歩 / 海老名游步,https://bgm.tv/character/52872
CH5916,国夫 / 国夫,https://bgm.tv/character/52873
CH5917,ルーのパパ,https://bgm.tv/character/50220
CH5918,小早川瀬那 / 小早川濑那,https://bgm.tv/character/1649
CH5919,蛭魔妖一 / 蛭魔妖一,https://bgm.tv/character/1650
CH5920,雷門太郎 / 雷门太郎,https://bgm.tv/character/1651
CH5921,栗田良寛 / 栗田良宽,https://bgm.tv/character/6525
CH5922,姉崎まもり / 姉崎葵,https://bgm.tv/character/6557
CH5923,黒木浩二 / 黑木浩二,https://bgm.tv/character/10100
CH5924,櫻庭春人 / 樱庭春人,https://bgm.tv/character/21486
CH5925,瀧鈴音 / 泷铃音,https://bgm.tv/character/38254
CH5926,進清十郎 / 进清十郎,https://bgm.tv/character/21485
CH5927,及川氷麗 / 及川冰丽,https://bgm.tv/character/20725
CH5928,奴良リクオ / 奴良陆生,https://bgm.tv/character/20731
CH5929,花開院ゆら / 花开院柚罗,https://bgm.tv/character/35948
CH5930,家長カナ / 家长加奈,https://bgm.tv/character/68049
CH5931,花開院秀元 / 花开院秀元（十三代目）,https://bgm.tv/character/35257
CH5932,ぬらりひょん,https://bgm.tv/character/35947
CH5933,花開院竜二 / 花开院龙二,https://bgm.tv/character/35949
CH5934,羽衣狐 / 羽衣狐,https://bgm.tv/character/35950
CH5935,島二郎 / 岛二郎,https://bgm.tv/character/48819
CH5936,四本松浜子 / 四本松浜子,https://bgm.tv/character/29390
CH5937,大黒みき子 / 大黑美纪子,https://bgm.tv/character/71749
CH5938,天宮学美 / 天宫学美,https://bgm.tv/character/1230
CH5939,稲森光香 / 稻森光香,https://bgm.tv/character/1231
CH5940,上原むつき / 上原睦月,https://bgm.tv/character/1232
CH5941,衛藤芽生 / 卫藤芽生,https://bgm.tv/character/1233
CH5942,小鳥桃葉 / 小鸟桃叶,https://bgm.tv/character/1234
CH5943,下嶋 / 下岛老师,https://bgm.tv/character/4765
CH5944,角沢多佳子 / 角泽多佳子,https://bgm.tv/character/4766
CH5945,桜冨子 / 樱冨子,https://bgm.tv/character/22350
CH5946,田尾真紀 / 田尾真纪,https://bgm.tv/character/22351
CH5947,赤座あかね / 赤座茜,https://bgm.tv/character/16802
CH5948,北原伊織 / 北原伊织,https://bgm.tv/character/43535
CH5949,今村耕平 / 今村耕平,https://bgm.tv/character/43540
CH5950,時田信治 / 时田信治,https://bgm.tv/character/43541
CH5951,寿竜次郎 / 寿龙次郎,https://bgm.tv/character/43542
CH5952,古手川千紗 / 古手川千纱,https://bgm.tv/character/43536
CH5953,古手川奈々華 / 古手川奈奈华,https://bgm.tv/character/43537
CH5954,浜岡梓 / 滨冈梓,https://bgm.tv/character/43538
CH5955,吉原愛菜 / 吉原爱菜,https://bgm.tv/character/43539
CH5956,野島元 / 野岛元,https://bgm.tv/character/65747
CH5957,メリオダス / 梅利奥达斯,https://bgm.tv/character/26306
CH5958,エリザベス・リオネス / 伊丽莎白·里昂尼丝,https://bgm.tv/character/26480
CH5959,ホーク / 霍克,https://bgm.tv/character/26481
CH5960,バン / 班,https://bgm.tv/character/26571
CH5961,キング / 金,https://bgm.tv/character/26570
CH5962,ディアンヌ / 黛安,https://bgm.tv/character/26572
CH5963,ゴウセル / 高瑟,https://bgm.tv/character/29253
CH5964,マーリン / 玛琳,https://bgm.tv/character/30070
CH5965,エレイン / 伊莱恩,https://bgm.tv/character/28137
CH5966,東ナオト,https://bgm.tv/character/44846
CH5967,藤井タクマ,https://bgm.tv/character/44847
CH5968,高岡春奈,https://bgm.tv/character/44848
CH5969,オーディン / 奥丁,https://bgm.tv/character/39036
CH5970,マイク・ロドリゲス / 迈克・罗德里格斯,https://bgm.tv/character/39092
CH5971,ケビン・アンダーソン / 凯文・安德森,https://bgm.tv/character/39095
CH5972,オカダ・カズチカ,https://bgm.tv/character/44849
CH5973,棚橋弘至,https://bgm.tv/character/44850
CH5974,高岡拳太郎,https://bgm.tv/character/45753
CH5975,哀木涕,https://bgm.tv/character/1855
CH5976,傻馒,https://bgm.tv/character/1856
CH5977,劣人,https://bgm.tv/character/1857
CH5978,呆贼,https://bgm.tv/character/1858
CH5979,法丝,https://bgm.tv/character/1859
CH5980,小的,https://bgm.tv/character/1860
CH5981,鶴木陽渚 / 鹤木阳渚,https://bgm.tv/character/76068
CH5982,帆高夏海 / 帆高夏海,https://bgm.tv/character/76070
CH5983,黒岩悠希 / 黑岩悠希,https://bgm.tv/character/76069
CH5984,大野真 / 大野真,https://bgm.tv/character/76071
CH5985,小谷さやか / 小谷沙耶香,https://bgm.tv/character/78882
CH5986,陽渚の母 / 阳渚的母亲,https://bgm.tv/character/79522
CH5987,夏海の母 / 夏海的母亲,https://bgm.tv/character/80849
CH5988,虹野ゆめ / 虹野梦,https://bgm.tv/character/40148
CH5989,桜庭ローラ / 樱庭萝拉,https://bgm.tv/character/40557
CH5990,七倉小春 / 七仓小春,https://bgm.tv/character/41901
CH5991,早乙女あこ / 早乙女亚子,https://bgm.tv/character/42274
CH5992,香澄真昼 / 香澄真昼,https://bgm.tv/character/42111
CH5993,白銀リリィ / 白银莉莉,https://bgm.tv/character/63876
CH5994,ハルカ☆ルカ,https://bgm.tv/character/71234
CH5995,双葉アリア / 双叶亚利亚,https://bgm.tv/character/74170
CH5996,エルザ フォルテ / 艾尔札・福特,https://bgm.tv/character/53381
CH5997,妃英理 / 妃英理,https://bgm.tv/character/7050
CH5998,高木渉 / 高木涉,https://bgm.tv/character/7059
CH5999,峰田実 / 峰田实,https://bgm.tv/character/38501
CH6000,セララ / 瑟拉拉,https://bgm.tv/character/21673
CH6001,桐生美影 / 桐生美影,https://bgm.tv/character/47620
CH6002,山本玲,https://bgm.tv/character/32034
CH6003,新見薫 / 新见薰,https://bgm.tv/character/36743
CH6004,ニア,https://bgm.tv/character/5524
CH6005,茅ケ崎まゆ子 / 茅崎真由子,https://bgm.tv/character/22640
CH6006,ともお（木下ともお） / 友夫（木下友夫）,https://bgm.tv/character/19583
CH6007,母さん（木下哲子） / 妈妈（木下哲子）,https://bgm.tv/character/19584
CH6008,父さん（木下鉄雄） / 爸爸（木下铁雄）,https://bgm.tv/character/19585
CH6009,姉さゃん（木下君子） / 姐姐（木下君子）,https://bgm.tv/character/19586
CH6010,よしもと（吉本雅人） / 吉本（吉本雅人）,https://bgm.tv/character/19587
CH6011,よしのぶ（吉田由伸） / 由伸（吉田由伸）,https://bgm.tv/character/19588
CH6012,みつお（菊川みつお） / 光雄（菊川光雄）,https://bgm.tv/character/19589
CH6013,ケリ子（鎌倉景子） / 踢子（镰仓景子）,https://bgm.tv/character/19590
CH6014,より子（葉山より子） / 赖子（叶山赖子）,https://bgm.tv/character/19591
CH6015,ナオコサン / 奈绪子,https://bgm.tv/character/13792
CH6016,劉鳳,https://bgm.tv/character/8630
CH6017,カズマ / 一马,https://bgm.tv/character/28531
CH6018,由詑かなみ,https://bgm.tv/character/8626
CH6019,橘あすか,https://bgm.tv/character/8627
CH6020,桐生水守,https://bgm.tv/character/8631
CH6021,シェリス・アジャーニ,https://bgm.tv/character/8633
CH6022,無常矜侍 / 无常矜侍,https://bgm.tv/character/8637
CH6023,ストレイト・クーガー / 史特雷特·库卡,https://bgm.tv/character/43136
CH6024,君島邦彦 / 君岛邦彦,https://bgm.tv/character/43137
CH6025,白鳥任三郎 / 白鳥任三郎,https://bgm.tv/character/7062
CH6026,森谷帝二 / 森谷帝二,https://bgm.tv/character/7199
CH6027,桃果 / 桃果,https://bgm.tv/character/14505
CH6028,婶娘 / 婶娘,https://bgm.tv/character/14507
CH6029,分贝 / 分贝,https://bgm.tv/character/14504
CH6030,安叔 / 安叔,https://bgm.tv/character/14506
CH6031,小叶子 / 小叶子,https://bgm.tv/character/14503
CH6032,安小树 / 安小树,https://bgm.tv/character/14508
CH6033,サクヤ / 咲夜,https://bgm.tv/character/24402
CH6034,ハーミット / 哈密特,https://bgm.tv/character/34229
CH6035,レヴィ・ザ・スラッシャー / 莱维,https://bgm.tv/character/20206
CH6036,村雨純夏 / 村雨纯夏,https://bgm.tv/character/8784
CH6037,風間汐 / 风间汐,https://bgm.tv/character/14785
CH6038,鳥追きより / 鸟追清梨,https://bgm.tv/character/9218
CH6039,蓮賀朋絵 / 莲贺朋绘,https://bgm.tv/character/77500
CH6040,当麻みやこ / 当麻宫子,https://bgm.tv/character/77501
CH6041,朱宮正樹 / 朱宫正树,https://bgm.tv/character/9219
CH6042,蒼井あずさ / 苍井梓,https://bgm.tv/character/9220
CH6043,早澄野江 / 早澄野江,https://bgm.tv/character/77503
CH6044,朱宮万奈歌 / 朱宫万奈歌,https://bgm.tv/character/77502
CH6045,烏丸ちとせ / 乌丸千岁,https://bgm.tv/character/12412
CH6046,Rally Vincent / 拉莉·文森特,https://bgm.tv/character/67612
CH6047,May Hopkins / 梅·霍普金斯,https://bgm.tv/character/67613
CH6048,ビーン·バンディット / 邦·班迪特,https://bgm.tv/character/67615
CH6049,Becky Farrah / 佩姬·弗拉,https://bgm.tv/character/67614
CH6050,後藤ユウ / 后藤优,https://bgm.tv/character/3376
CH6051,カラス / 鸦,https://bgm.tv/character/3380
CH6052,上乃木ハルカ / 上乃木遥,https://bgm.tv/character/16032
CH6053,上乃木明日香 / 上乃木明日香,https://bgm.tv/character/3374
CH6054,黛拓也 / 黛拓也,https://bgm.tv/character/3375
CH6055,長谷部アイ / 长谷部爱,https://bgm.tv/character/3377
CH6056,二条雪恵 / 二条雪惠,https://bgm.tv/character/3378
CH6057,郡山京司 / 郡山京司,https://bgm.tv/character/3379
CH6058,フクロウ / 长尾林鸮,https://bgm.tv/character/3381
CH6059,土方歳三 / 土方岁三,https://bgm.tv/character/24907
CH6060,市村鉄之助 / 市村铁之助,https://bgm.tv/character/24908
CH6061,沖田総司 / 冲田总司,https://bgm.tv/character/24909
CH6062,山崎烝 / 山崎烝,https://bgm.tv/character/24910
CH6063,北村鈴 / 北村铃,https://bgm.tv/character/25113
CH6064,青蛾中将,https://bgm.tv/character/11202
CH6065,风铃儿 / 风铃儿,https://bgm.tv/character/76633
CH6066,白钰袖 / 白钰袖,https://bgm.tv/character/76634
CH6067,奥村光舟 / 奥村光舟,https://bgm.tv/character/56348
CH6068,関直道 / 关直道,https://bgm.tv/character/53349
CH6069,結城将司 / 结城将司,https://bgm.tv/character/56347
CH6070,勝生勇利 / 胜生勇利,https://bgm.tv/character/39819
CH6071,ヴィクトル・ニキフォロフ / 维克多·尼基弗洛夫,https://bgm.tv/character/39820
CH6072,ユーリ・プリセツキー / 尤里·普利赛提,https://bgm.tv/character/39821
CH6073,イ・スンギル / 李承吉,https://bgm.tv/character/44719
CH6074,エミル・ネコラ / 埃米尔·尼柯拉,https://bgm.tv/character/45750
CH6075,オタベック・アルティン / 奥塔比克·阿尔金,https://bgm.tv/character/44712
CH6076,ギオルギー・ポポーヴィッチ / 格奥尔基·波波维奇,https://bgm.tv/character/45751
CH6077,クリストフ・ジャコメッティ / 克里斯托夫·贾科梅蒂,https://bgm.tv/character/44714
CH6078,ジ・グァンホン / 季光虹,https://bgm.tv/character/44713
CH6079,夜ト / 夜斗,https://bgm.tv/character/22789
CH6080,壱岐ひより / 一岐日和,https://bgm.tv/character/22790
CH6081,雪音 / 雪音,https://bgm.tv/character/22816
CH6082,毘沙門 / 毗沙门,https://bgm.tv/character/22819
CH6083,兆麻 / 兆麻,https://bgm.tv/character/22820
CH6084,小福 / 小福,https://bgm.tv/character/22817
CH6085,大黒 / 大黑,https://bgm.tv/character/22818
CH6086,天神 / 天神,https://bgm.tv/character/22821
CH6087,野良 / 野良,https://bgm.tv/character/22822
CH6088,Peggy Brandt / 佩姬·布兰特,https://bgm.tv/character/77316
CH6089,Tintin / 丁丁,https://bgm.tv/character/25381
CH6090,Milou / 白雪,https://bgm.tv/character/25382
CH6091,Capitaine Haddock / 阿道克船长,https://bgm.tv/character/25383
CH6092,Professor Tunasol / 卡尔库鲁斯教授,https://bgm.tv/character/25384
CH6093,Dupont et Dupond / 杜邦兄弟,https://bgm.tv/character/25385
CH6094,Sakharine / 萨卡林,https://bgm.tv/character/70076
CH6095,Roberto Rastapopoulos / 拉斯泰波波罗斯,https://bgm.tv/character/25386
CH6096,Nestor / 内斯特,https://bgm.tv/character/25387
CH6097,General Alcazar / 阿尔卡扎将军,https://bgm.tv/character/25388
CH6098,藤井冬弥 / 藤井冬弥,https://bgm.tv/character/327
CH6099,森川由綺 / 森川由绮,https://bgm.tv/character/328
CH6100,緒方理奈 / 绪方理奈,https://bgm.tv/character/329
CH6101,観月マナ / 观月真名,https://bgm.tv/character/330
CH6102,澤倉美咲 / 泽仓美咲,https://bgm.tv/character/331
CH6103,河島はるか / 河岛遥,https://bgm.tv/character/332
CH6104,篠塚弥生 / 筱冢弥生,https://bgm.tv/character/333
CH6105,七瀨彰 / 七濑彰,https://bgm.tv/character/334
CH6106,緒方英二 / 绪方英二,https://bgm.tv/character/14216
CH6107,うずまきボルト / 漩涡博人,https://bgm.tv/character/39115
CH6108,うちはサラダ / 宇智波佐良娜,https://bgm.tv/character/39160
CH6109,ミツキ / 巳月,https://bgm.tv/character/39161
CH6110,大筒木モモシキ / 大筒木桃式,https://bgm.tv/character/67202
CH6111,大筒木キンシキ / 大筒木金式,https://bgm.tv/character/67203
CH6112,奈良シカダイ / 奈良鹿戴,https://bgm.tv/character/39162
CH6113,山中いのじん / 山中井阵,https://bgm.tv/character/39163
CH6114,张楚岚,https://bgm.tv/character/42202
CH6115,冯宝宝,https://bgm.tv/character/42203
CH6116,张灵玉,https://bgm.tv/character/42208
CH6117,诸葛青,https://bgm.tv/character/61836
CH6118,王也 / 王也,https://bgm.tv/character/61837
CH6119,徐三,https://bgm.tv/character/42204
CH6120,徐四,https://bgm.tv/character/42205
CH6121,夏禾,https://bgm.tv/character/42207
CH6122,大空翼 / 大空翼,https://bgm.tv/character/3331
CH6123,日向小次郎 / 日向小次郎,https://bgm.tv/character/29397
CH6124,岬太郎 / 岬太郎,https://bgm.tv/character/34179
CH6125,石崎了 / 石崎了,https://bgm.tv/character/61156
CH6126,若林源三 / 若林源三,https://bgm.tv/character/3332
CH6127,滝一 / 泷一,https://bgm.tv/character/34578
CH6128,若島津健 / 若岛津健,https://bgm.tv/character/34687
CH6129,ロベルト本郷 / 罗伯特·本乡,https://bgm.tv/character/61157
CH6130,中沢早苗 / 中泽早苗,https://bgm.tv/character/61158
CH6131,石神千空 / 石神千空,https://bgm.tv/character/67403
CH6132,大木大樹 / 大木大树,https://bgm.tv/character/69405
CH6133,小川杠 / 小川杠,https://bgm.tv/character/69406
CH6134,コハク / 琥珀,https://bgm.tv/character/70123
CH6135,クロム / 克罗姆,https://bgm.tv/character/70124
CH6136,獅子王司 / 狮子王司,https://bgm.tv/character/69407
CH6137,金狼 / 金狼,https://bgm.tv/character/70125
CH6138,銀狼 / 银狼,https://bgm.tv/character/70126
CH6139,ルリ / 琉璃,https://bgm.tv/character/70595
CH6140,アンジェロ・ザウパー / 安杰罗·扎乌帕,https://bgm.tv/character/14252
CH6141,スベロア・ジンネマン / 斯贝罗阿·金奈曼,https://bgm.tv/character/14253
CH6142,カーディアス・ビスト / 卡迪亚斯·比斯特,https://bgm.tv/character/14258
CH6143,Red Hood / 红头罩,https://bgm.tv/character/34253
CH6144,川崎沙希 / 川崎沙希,https://bgm.tv/character/21585
CH6145,西宮硝子 / 西宫硝子,https://bgm.tv/character/24760
CH6146,石田将也 / 石田将也,https://bgm.tv/character/40176
CH6147,西宮結絃 / 西宫结弦,https://bgm.tv/character/40178
CH6148,永束友宏 / 永束友宏,https://bgm.tv/character/40179
CH6149,植野直花 / 植野直花,https://bgm.tv/character/40180
CH6150,佐原みよこ / 佐原美代子,https://bgm.tv/character/43195
CH6151,川井みき / 川井美树,https://bgm.tv/character/43196
CH6152,真柴智 / 真柴智,https://bgm.tv/character/43197
CH6153,西宮八重子 / 西宫八重子,https://bgm.tv/character/54861
CH6154,鴨川アスミ / 鸭川明日美,https://bgm.tv/character/44456
CH6155,ライオンさん / 狮子先生,https://bgm.tv/character/44457
CH6156,宇喜多万里香 / 宇喜多万里香,https://bgm.tv/character/44458
CH6157,府中野新之介 / 府中野新之介,https://bgm.tv/character/44459
CH6158,近江圭 / 近江圭,https://bgm.tv/character/44460
CH6159,鈴木秋 / 铃木秋,https://bgm.tv/character/44461
CH6160,みうらさん / 三浦桑,https://bgm.tv/character/18366
CH6161,まこちー / 小真,https://bgm.tv/character/18368
CH6162,こまみ / 小真美,https://bgm.tv/character/18369
CH6163,東郷美森 / 东乡美森,https://bgm.tv/character/27415
CH6164,乃木園子 / 乃木园子,https://bgm.tv/character/28259
CH6165,安芸先生 / 安艺老师,https://bgm.tv/character/52653
CH6166,三ノ輪銀 / 三之轮银,https://bgm.tv/character/28496
CH6167,結城友奈 / 结城友奈,https://bgm.tv/character/27412
CH6168,谷山麻衣 / 谷山麻衣,https://bgm.tv/character/56653
CH6169,渋谷一也 / 涩谷一也,https://bgm.tv/character/2876
CH6170,林興徐 / 林兴徐,https://bgm.tv/character/2877
CH6171,松崎綾子 / 松崎绫子,https://bgm.tv/character/2878
CH6172,安原修 / 安原修,https://bgm.tv/character/2879
CH6173,滝川法生 / 泷川法生,https://bgm.tv/character/56654
CH6174,原真砂子 / 原真砂子,https://bgm.tv/character/56655
CH6175,ジョン・ブラウン / 约翰·布朗,https://bgm.tv/character/56656
CH6176,九羅密美守,https://bgm.tv/character/46391
CH6177,Rally Vincent,https://bgm.tv/character/74906
CH6178,白蛇のナーガ / 白蛇娜卡,https://bgm.tv/character/6846
CH6179,マエリベリー・ハーン / 玛艾露贝莉·赫恩,https://bgm.tv/character/29619
CH6180,宇佐見蓮子 / 宇佐见莲子,https://bgm.tv/character/29620
CH6181,八雲紫 / 八云紫,https://bgm.tv/character/10485
CH6182,蓬莱山輝夜 / 蓬莱山辉夜,https://bgm.tv/character/11215
CH6183,ラダラム・クン,https://bgm.tv/character/6029
CH6184,ヤコップ,https://bgm.tv/character/6031
CH6185,マリガン,https://bgm.tv/character/6033
CH6186,ハジ / 哈吉,https://bgm.tv/character/6596
CH6187,宮城カイ / 宫城凯,https://bgm.tv/character/7285
CH6188,宮城リク / 宫城里克,https://bgm.tv/character/7286
CH6189,David / 大卫,https://bgm.tv/character/7944
CH6190,DIVA,https://bgm.tv/character/12157
CH6191,ソロモン・ゴールドスミス / 所罗门·哥鲁多史密斯,https://bgm.tv/character/17634
CH6192,カール・フェイオン / 卡尔,https://bgm.tv/character/26951
CH6193,宮城ジョージ / 宫城乔治,https://bgm.tv/character/32845
CH6194,瀬名ロビン / 濑名罗宾,https://bgm.tv/character/9029
CH6195,亜門 / 亚门,https://bgm.tv/character/18861
CH6196,烏丸美穂 / 乌丸美穂,https://bgm.tv/character/50926
CH6197,堂島百合香 / 堂島百合香,https://bgm.tv/character/50927
CH6198,榊晴人,https://bgm.tv/character/18862
CH6199,マイケル・リー,https://bgm.tv/character/18863
CH6200,真崎瞳子 / 真崎瞳子,https://bgm.tv/character/50929
CH6201,財前琢磨 / 财前琢磨,https://bgm.tv/character/50930
CH6202,小坂慎太郎 / 小坂慎太郎,https://bgm.tv/character/50931
CH6203,柔沢ジュウ / 柔泽十,https://bgm.tv/character/6325
CH6204,堕花雨 / 堕花雨,https://bgm.tv/character/12586
CH6205,賀来羅清,https://bgm.tv/character/6326
CH6206,白石香里,https://bgm.tv/character/10298
CH6207,円堂円,https://bgm.tv/character/10299
CH6208,斬島雪姫 / 斩岛雪姫,https://bgm.tv/character/12026
CH6209,紗月美夜 / 纱月美夜,https://bgm.tv/character/22955
CH6210,広瀬奈緒,https://bgm.tv/character/10300
CH6211,Kuraki Kazuo / 暗木一夫,https://bgm.tv/character/10301
CH6212,空 / 空,https://bgm.tv/character/12612
CH6213,碧 / 碧,https://bgm.tv/character/12615
CH6214,海 / 海,https://bgm.tv/character/12614
CH6215,サトシのゲッコウガ / 小智的甲贺忍蛙,https://bgm.tv/character/47734
CH6216,プニちゃん / 小软,https://bgm.tv/character/45219
CH6217,河野都 / 河野都,https://bgm.tv/character/60637
CH6218,斎藤ニコル / 斋藤妮可儿,https://bgm.tv/character/60639
CH6219,佐藤麗華 / 佐藤丽华,https://bgm.tv/character/60640
CH6220,立川絢香 / 立川绚香,https://bgm.tv/character/60641
CH6221,滝川みう / 泷川美羽,https://bgm.tv/character/60642
CH6222,戸田ジュン / 户田纯,https://bgm.tv/character/60643
CH6223,藤間桜 / 藤间樱,https://bgm.tv/character/60644
CH6224,丸山あかね / 丸山茜,https://bgm.tv/character/60646
CH6225,内田一宏,https://bgm.tv/character/10254
CH6226,本郷修二郎,https://bgm.tv/character/10255
CH6227,広沢徹,https://bgm.tv/character/10256
CH6228,安田鉄平,https://bgm.tv/character/10257
CH6229,黒木淳造,https://bgm.tv/character/10258
CH6230,鈴木浩徳 / 铃木浩德,https://bgm.tv/character/10259
CH6231,西田一美,https://bgm.tv/character/10260
CH6232,小坂隆,https://bgm.tv/character/10261
CH6233,長谷川めぐみ / 长谷川惠,https://bgm.tv/character/32932
CH6234,美遊・エーデルフェルト / 美游·艾德费尔特,https://bgm.tv/character/17650
CH6235,クロエ・フォン・アインツベルン / 克洛伊·冯·爱因兹贝伦,https://bgm.tv/character/25761
CH6236,マジカルルビー / 红宝石之星,https://bgm.tv/character/16239
CH6237,マジカルサファイア / 蓝宝石之星,https://bgm.tv/character/20931
CH6238,ルヴィアゼリッタ・エーデルフェルト / 露维亚瑟琳塔·艾德费尔特,https://bgm.tv/character/15026
CH6239,ジャスティ・ウエキ・タイラー,https://bgm.tv/character/6403
CH6240,ユリコ・スター,https://bgm.tv/character/64435
CH6241,マコト・ヤマモト,https://bgm.tv/character/6404
CH6242,アザリン・ド・エル・クラン・ライクン,https://bgm.tv/character/6402
CH6243,ハロルド・カトリ,https://bgm.tv/character/6405
CH6244,ハルミ,https://bgm.tv/character/64434
CH6245,キョンファ・キム,https://bgm.tv/character/64436
CH6246,ユミ・ハナー,https://bgm.tv/character/6406
CH6247,エミ・ハナー,https://bgm.tv/character/64433
CH6248,吉野悠姫 / 吉野悠姬,https://bgm.tv/character/19947
CH6249,榊涼子 / 榊凉子,https://bgm.tv/character/19948
CH6250,伊武崎峻 / 伊武崎峻,https://bgm.tv/character/20104
CH6251,丸井善二 / 丸井善二,https://bgm.tv/character/20105
CH6252,一休,https://bgm.tv/character/38207
CH6253,秀念,https://bgm.tv/character/38209
CH6254,哲斉,https://bgm.tv/character/38210
CH6255,黙念,https://bgm.tv/character/38212
CH6256,蜷川新右ヱ門,https://bgm.tv/character/38215
CH6257,足利義満,https://bgm.tv/character/38216
CH6258,桔梗屋利兵エ,https://bgm.tv/character/38217
CH6259,桔梗屋弥生,https://bgm.tv/character/38218
CH6260,伊予の局,https://bgm.tv/character/38219
CH6261,倉橋永莉 / 仓桥永莉,https://bgm.tv/character/67341
CH6262,コゼット・ドーヴェルニュ / 柯赛特·杜维妮,https://bgm.tv/character/6552
CH6263,真滝翔子 / 真泷翔子,https://bgm.tv/character/6553
CH6264,真滝八海 / 真泷八海,https://bgm.tv/character/6554
CH6265,釈迦堂菩心尼 / 释迦堂菩心尼,https://bgm.tv/character/67342
CH6266,斎賀由布 / 斋贺由布,https://bgm.tv/character/67343
CH6267,鏃みちる / 镞未散,https://bgm.tv/character/6556
CH6268,マルチェロ・オルランド / 马尔切罗·奥兰多,https://bgm.tv/character/85768
CH6269,デキム / 德基姆,https://bgm.tv/character/28284
CH6270,黒髪の女 / 知幸,https://bgm.tv/character/28285
CH6271,ノーナ / 诺娜,https://bgm.tv/character/28286
CH6272,ギンティ / 金蒂,https://bgm.tv/character/28287
CH6273,クラヴィス / 克拉维斯,https://bgm.tv/character/28321
CH6274,クイーン / 奎因,https://bgm.tv/character/28325
CH6275,カストラ / 卡斯特拉,https://bgm.tv/character/28327
CH6276,オクルス / 奥克鲁斯,https://bgm.tv/character/28328
CH6277,有田マユ / 有田麻友,https://bgm.tv/character/29329
CH6278,ニニー・スパンコール / 妮妮·斯庞柯尔,https://bgm.tv/character/81033
CH6279,新橋のえる / 新桥诺艾尔,https://bgm.tv/character/81034
CH6280,バルゴ・パークス / 巴尔戈·帕克斯,https://bgm.tv/character/81035
CH6281,オスシちゃん / 小寿司,https://bgm.tv/character/81036
CH6282,チーフ / 主任,https://bgm.tv/character/81037
CH6283,ブルーノ・バングナイフ / 布鲁诺·邦古耐夫,https://bgm.tv/character/81400
CH6284,マーシャル,https://bgm.tv/character/81038
CH6285,ワーズワース,https://bgm.tv/character/81039
CH6286,高坂桐乃 / 高坂桐乃,https://bgm.tv/character/10473
CH6287,高坂京介 / 高坂京介,https://bgm.tv/character/10814
CH6288,五更瑠璃 / 五更琉璃,https://bgm.tv/character/10700
CH6289,槇島沙織 / 槙岛沙织,https://bgm.tv/character/11591
CH6290,田村麻奈実 / 田村麻奈实,https://bgm.tv/character/11592
CH6291,新垣あやせ / 新垣绫濑,https://bgm.tv/character/11593
CH6292,来栖加奈子 / 来栖加奈子,https://bgm.tv/character/11594
CH6293,赤城浩平 / 赤城浩平,https://bgm.tv/character/15764
CH6294,三浦絃之介 / 三浦弦之介,https://bgm.tv/character/44944
CH6295,金蝉童子 / 金蝉童子,https://bgm.tv/character/20226
CH6296,捲簾大将 / 卷帘大将,https://bgm.tv/character/20230
CH6297,天蓬元帥 / 天蓬元帅,https://bgm.tv/character/20232
